1.37631E-13	3.24736E-08	931.2023459	2.17955E-10
2.31264E-13	4.48333E-08	931.2047107	3.00911E-10
3.88597E-13	6.18973E-08	931.2072614	4.1544E-10
6.52968E-13	8.5456E-08	931.210738	5.73559E-10
1.0972E-12	1.17982E-07	931.2153233	7.91859E-10
1.84364E-12	1.62887E-07	931.2202439	1.09325E-09
3.0979E-12	2.24883E-07	931.2255087	1.50934E-09
5.20548E-12	3.10477E-07	931.2337508	2.08381E-09
8.74686E-12	4.28649E-07	931.2428339	2.87692E-09
1.46923E-11	5.918E-07	931.2527336	3.9719E-09
2.42982E-11	8.17052E-07	931.2670865	5.48363E-09
4.01899E-11	1.12804E-06	931.2823123	7.57074E-09
6.62951E-11	1.5574E-06	931.2994929	1.04522E-08
1.07781E-10	2.15019E-06	931.322534	1.44304E-08
1.75273E-10	2.96862E-06	931.3467363	1.99227E-08
2.78608E-10	4.09857E-06	931.3725367	2.75054E-08
4.35883E-10	5.65865E-06	931.4042783	3.79742E-08
6.96557E-10	7.81259E-06	931.4404922	5.24274E-08
1.10787E-09	1.07864E-05	931.4821044	7.23816E-08
1.75249E-09	1.48924E-05	931.5297307	9.99306E-08
2.76486E-09	2.05613E-05	931.5825931	1.37965E-07
4.33788E-09	2.83885E-05	931.6443314	1.90475E-07
6.79845E-09	3.91953E-05	931.7105974	2.62971E-07
1.05995E-08	5.41167E-05	931.789861	3.6306E-07
1.65242E-08	7.47186E-05	931.8722122	5.01243E-07
2.56459E-08	0.000103165	931.973193	6.9202E-07
3.99529E-08	0.000142442	932.0775577	9.55408E-07
5.90443E-08	0.000196675	932.1830173	1.31904E-06
9.13187E-08	0.000271559	932.3126226	1.82108E-06
1.41077E-07	0.00037496	932.4585294	2.51419E-06
2.17807E-07	0.000517738	932.6173894	3.47111E-06
3.3196E-07	0.000714894	932.791237	4.79224E-06
4.84154E-07	0.000987141	932.9608851	6.6162E-06
7.4604E-07	0.00136308	933.1687878	9.13438E-06
1.12156E-06	0.00188223	933.3883954	1.2611E-05
1.69463E-06	0.002599139	933.6273547	1.74108E-05
2.60856E-06	0.003589174	933.901273	2.40375E-05
4.01426E-06	0.00495647	934.211061	3.31863E-05
5.97514E-06	0.006844793	934.5233247	4.58173E-05
9.06704E-06	0.009452734	934.8774214	6.32556E-05
1.39465E-05	0.013054789	935.2858927	8.73312E-05
2.05002E-05	0.018029939	935.6826017	0.00012057
3.13421E-05	0.024901865	936.1574479	0.00016646
4.62886E-05	0.03439414	936.6325984	0.000229815
6.98751E-05	0.047506169	937.1713801	0.000317285
0.00010119	0.065619792	937.70167	0.000438046
0.000151203	0.090641906	938.3038593	0.000604769
0.000220693	0.125210546	938.9150294	0.000834948
0.00032315	0.172954124	939.4899805	0.001152735
0.000429163	0.23889236	939.8580552	0.001591474
0.000498919	0.329980915	940.0597087	0.0021972
0.000598276	0.4557682	940.273451	0.003033469
0.000751402	0.629474287	940.5166887	0.004188028
0.000991554	0.869351121	940.7855715	0.005782021
0.001363273	1.200634746	941.0963454	0.007982698
0.00196647	1.658245492	941.5076181	0.011020967
0.002923967	2.290316474	941.9760407	0.015215623
0.004435046	3.163345696	942.4869469	0.021006795
0.006821943	4.36944545	943.0919647	0.029002125
0.010545824	6.035602162	943.7542762	0.040040534
0.016298824	8.337684258	944.5038142	0.055280237
0.02511847	11.51848808	945.3260061	0.076320275
0.038538864	15.91457008	946.2706843	0.105368297
0.059005296	21.98966122	947.2886819	0.145472197
0.09082606	30.38715126	948.4536803	0.200839917
0.142739385	41.99526901	949.8039139	0.277280972
0.234313331	58.04732633	951.5282267	0.382816019
0.4054	75.81	952.6925	0.5
0.696	87.99	956.988087	0.5792
0.733771958	90.27792726	957.4714276	0.594088872
0.778463296	92.68078561	957.9713126	0.609747179
0.829308013	95.17807559	958.4826945	0.626037539
0.885540112	97.7492977	959.0013899	0.642822568
0.946393593	100.3739525	959.5240288	0.659964882
1.011102459	103.0315404	960.0479873	0.677327099
1.078900711	105.701562	960.5713128	0.694771833
1.149022351	108.3635179	961.0926471	0.712161703
1.220701379	110.9969084	961.6111539	0.729359324
1.293171797	113.5812342	962.1264526	0.746227313
1.365667607	116.0959958	962.6385607	0.762628287
1.437422809	118.5206937	963.1478453	0.778424861
1.502253443	120.6797789	963.6527657	0.792440731
1.559003406	122.5415882	964.1562318	0.804463708
1.61392761	124.286544	964.6626686	0.815702704
1.668235552	125.950681	965.1731008	0.826399148
1.723136729	127.5700338	965.6879276	0.836794468
1.779840639	129.1806369	966.2069531	0.847130092
1.83955678	130.818525	966.7294107	0.857647447
1.908721539	132.6621532	967.2527273	0.869543133
1.991271051	134.8218506	967.7724893	0.883556848
2.076763652	137.0161848	968.2892494	0.897800867
2.164312606	139.224073	968.8026605	0.91213355
2.253031173	141.4244321	969.3127137	0.926413254
2.342032617	143.5961792	969.819708	0.940498338
2.424276676	145.5750576	970.3251099	0.953284451
2.496680635	147.2888907	970.8317247	0.964286391
2.567440775	148.9279297	971.3398107	0.974783546
2.637253952	150.5079371	971.8498463	0.984882024
2.706817022	152.0446754	972.3620774	0.994687936
2.77682684	153.553907	972.8765283	1.00430739
2.84798026	155.0513945	973.3930096	1.013846497
2.92097414	156.5529003	973.9111261	1.023411365
2.996505334	158.0741868	974.4302849	1.033108106
3.075270697	159.6310166	974.949703	1.043042828
3.157967086	161.239152	975.4684172	1.053321642
3.245291355	162.9143556	975.9852955	1.064050656
3.33794036	164.6723898	976.4990504	1.07533598
3.436610957	166.5290171	977.0082554	1.087283725
